City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Coahuayana,MX,18.7333,-103.6833,79.47,88,100,2.53,overcast clouds
457,Hualmay,PE,-11.0964,-77.6139,64.18,76,100,11.03,overcast clouds
458,Hudiksvall,SE,61.729,17.1036,45.32,84,100,3.36,overcast clouds
459,Kundiawa,PG,-6.0167,144.9667,61.03,96,100,2.26,overcast clouds
460,Haverfordwest,GB,51.8017,-4.9691,60.39,90,96,13.13,overcast clouds
461,Maniitsoq,GL,65.4167,-52.9,40.01,83,100,16.62,overcast clouds
462,Nhulunbuy,AU,-12.2333,136.7667,74.01,88,41,0.0,scattered clouds
463,Wattegama,LK,6.7989,81.4808,75.36,83,20,4.63,few clouds
464,Kloulklubed,PW,7.0419,134.2556,83.59,69,95,6.04,overcast clouds
465,Omsukchan,RU,62.5333,155.8,29.68,90,100,3.67,overcast clouds
466,Lukiv,UA,51.0521,25.4006,48.18,96,99,7.25,overcast clouds
467,Bandar-E Lengeh,IR,26.5579,54.8807,84.31,84,0,4.61,clear sky
468,Tulle,FR,45.3333,1.8333,54.54,46,0,5.39,clear sky
469,Tautira,PF,-17.7333,-149.15,77.04,76,19,15.37,few clouds
470,Monterey,US,36.2505,-121.2516,76.17,20,6,1.83,clear sky
471,Fethiye,TR,36.6217,29.1164,71.47,44,0,5.55,clear sky
472,Cruz,BR,-2.9178,-40.1717,78.26,80,9,18.01,clear sky
473,Oriximina,BR,-1.7656,-55.8661,94.35,36,88,4.41,overcast clouds
474,Puerto Colombia,CO,10.9878,-74.9547,87.89,73,76,9.22,broken clouds
475,Yondo,CO,7.0062,-73.9097,86.86,63,98,2.84,overcast clouds
476,Havoysund,NO,70.9963,24.6622,50.23,94,100,20.42,overcast clouds
477,Haines Junction,CA,60.7522,-137.5108,66.15,37,100,12.66,overcast clouds
478,Melnikovo,RU,56.5558,84.085,57.25,92,83,6.89,broken clouds
479,Abalak,RU,58.1286,68.5944,51.75,69,100,5.88,overcast clouds
480,Sokolniki,PL,50.638,21.8065,51.1,87,100,5.01,overcast clouds
481,Macheng,CN,31.1783,115.0319,60.22,72,93,1.21,overcast clouds
482,Ust-Ilimsk,RU,58.0006,102.6619,30.67,94,100,5.55,overcast clouds
483,Ziro,IN,27.6333,93.8333,57.16,97,100,1.19,overcast clouds
484,Lompoc,US,34.6391,-120.4579,76.84,64,40,11.5,scattered clouds
485,Labuhan,ID,-6.8844,112.2051,77.41,86,100,6.04,overcast clouds
486,Moose Factory,CA,51.2585,-80.6094,48.2,93,100,14.97,overcast clouds
487,Pangai,TO,-19.8,-174.35,80.71,69,75,13.8,broken clouds
488,Fukuma,JP,33.7667,130.4667,64.4,75,99,3.56,overcast clouds
489,Presidente Medici,BR,-11.1753,-61.9014,96.8,29,78,2.59,broken clouds
490,Lincoln,US,40.8,-96.667,64.47,77,100,6.91,light rain
491,Buin,CL,-33.7333,-70.75,61.12,32,0,3.04,clear sky
492,Guarapari,BR,-20.6667,-40.4975,75.88,93,51,10.65,broken clouds
493,Uyemskiy,RU,64.4743,40.8524,32.05,100,75,0.0,broken clouds
494,Kalabo,ZM,-14.97,22.6814,71.47,24,6,6.93,clear sky
495,Casper,US,42.8666,-106.3131,59.59,58,40,9.22,scattered clouds
496,Usinsk,RU,65.9939,57.5281,35.94,83,87,20.71,overcast clouds
497,Emerald,AU,-23.5333,148.1667,68.14,100,100,0.0,overcast clouds
498,Kefamenanu,ID,-9.4467,124.4781,72.36,87,89,3.29,overcast clouds
499,Cotonou,BJ,6.3654,2.4183,78.78,89,40,11.5,scattered clouds
500,Iqaluit,CA,63.7506,-68.5145,38.93,93,100,0.0,overcast clouds
501,Lumeje,AO,-11.55,20.7833,70.97,59,76,6.55,broken clouds
502,Goya,AR,-29.14,-59.2626,58.55,93,100,8.23,overcast clouds
503,Lorengau,PG,-2.0226,147.2712,78.91,80,91,4.21,overcast clouds
504,Quatre Cocos,MU,-20.2078,57.7625,71.71,82,45,13.87,light rain
505,Cayenne,GF,4.9333,-52.3333,82.44,69,0,6.91,clear sky
506,Sarangani,PH,5.4033,125.4636,82.6,69,87,1.19,overcast clouds
507,Choix,MX,26.7092,-108.3219,94.26,47,4,6.87,clear sky
508,Kungurtug,RU,50.5994,97.5228,33.96,84,12,1.16,few clouds
509,Zharkent,KZ,44.1628,80.0,71.08,29,100,3.74,overcast clouds
510,Porto Walter,BR,-8.2686,-72.7439,93.56,40,95,2.01,overcast clouds
511,Moa,CU,20.6569,-74.9403,83.91,78,75,8.34,broken clouds
512,Maruko,JP,36.3167,138.2667,60.3,92,100,4.34,overcast clouds
513,Huixtla,MX,15.15,-92.4667,85.68,89,98,3.58,overcast clouds
514,Codrington,AU,-38.2667,141.9667,53.08,96,39,3.74,scattered clouds
515,Yulara,AU,-25.2406,130.9889,54.99,37,0,7.96,clear sky
516,Ekhinos,GR,41.2833,24.9667,55.8,83,65,7.11,broken clouds
517,Grand Forks,US,47.9417,-97.4337,60.73,56,75,13.8,broken clouds
518,Anito,PH,12.4497,125.2886,76.44,92,99,5.41,overcast clouds
519,Pajapan,MX,18.25,-94.7,80.76,69,56,7.14,broken clouds
520,Nelson Bay,AU,-32.7167,152.15,63.0,94,100,25.99,moderate rain
521,Hvide Sande,DK,56.0045,8.1294,55.33,64,47,4.92,scattered clouds
522,Morant Bay,JM,17.8815,-76.4093,89.22,73,82,8.9,broken clouds
523,Matata,NZ,-37.8833,176.75,58.59,91,100,8.79,light rain
524,Byron Bay,AU,-28.65,153.6167,64.71,90,100,17.96,light rain
525,Kiunga,PG,-6.1219,141.2906,72.03,99,100,0.67,overcast clouds
526,Vaitape,PF,-16.5167,-151.75,78.44,74,8,20.47,light rain
527,Ranau,MY,5.9538,116.6641,69.44,92,99,1.19,overcast clouds
528,Biak,ID,-0.9131,122.8766,75.16,84,89,3.36,overcast clouds
529,Bandarbeyla,SO,9.4942,50.8122,77.74,87,73,20.71,broken clouds
530,Susehri,TR,40.1644,38.0867,57.49,87,100,2.75,overcast clouds
531,Karkal,IN,13.2,74.9833,76.82,93,42,1.83,scattered clouds
532,Tabuk,PH,17.4189,121.4443,71.35,94,99,2.17,overcast clouds
533,Westport,US,41.1415,-73.3579,80.49,65,0,9.22,clear sky
534,Brigantine,US,39.4101,-74.3646,81.03,63,0,10.36,clear sky
535,Traiguen,CL,-38.25,-72.6833,51.31,66,99,2.24,overcast clouds
536,Maragogi,BR,-9.0122,-35.2225,75.49,80,1,7.81,clear sky
537,Kaniama,CD,-7.5667,24.1833,69.84,82,97,1.68,light rain
538,Asau,RO,46.4333,26.4,43.72,92,99,2.35,overcast clouds
539,Golub-Dobrzyn,PL,53.1109,19.0538,47.57,92,9,7.45,clear sky
540,Atessa,IT,42.0693,14.4511,55.51,69,20,1.99,few clouds
541,Kirakira,SB,-10.4544,161.9205,79.2,79,50,3.53,scattered clouds
542,Hamadan,IR,34.7992,48.5146,63.07,42,9,1.63,clear sky
543,Nabire,ID,-3.3667,135.4833,74.52,90,100,3.47,overcast clouds
544,Caconda,AO,-13.7333,15.0667,65.23,54,84,5.14,broken clouds
545,Ishigaki,JP,24.3448,124.1572,73.53,83,40,5.75,scattered clouds
546,Luba,GQ,3.4568,8.5547,80.49,88,56,6.46,light rain
547,Mayo,US,38.8876,-76.5119,87.75,63,0,10.36,clear sky
548,Barao De Melgaco,BR,-16.1944,-55.9675,96.17,30,72,3.53,broken clouds
549,Lubao,PH,14.9167,120.55,80.31,90,100,1.95,overcast clouds
550,Mitrofanovka,RU,49.9708,39.6939,52.59,58,68,3.96,broken clouds
551,Verkhnyaya Inta,RU,65.9811,60.3094,36.12,83,93,21.27,overcast clouds
552,Maridi,SS,4.9158,29.4742,68.56,94,92,2.64,overcast clouds
553,Redcar,GB,54.6166,-1.06,60.53,58,80,5.01,broken clouds
554,Presidente Olegario,BR,-18.4178,-46.4181,82.02,38,75,2.73,broken clouds
555,Richmond Heights,US,41.5528,-81.5101,87.12,55,40,10.36,scattered clouds
556,Elk Plain,US,47.0532,-122.3976,79.92,30,0,5.75,clear sky
557,Guayaramerin,BO,-10.8368,-65.3614,96.87,30,91,3.78,overcast clouds
558,Urucara,BR,-2.5364,-57.76,94.89,26,51,1.77,broken clouds
559,Egvekinot,RU,66.3167,-179.1667,32.83,98,100,12.24,snow
560,Montemorelos,MX,25.2,-99.8167,89.94,38,2,7.67,clear sky
561,Debelec,BG,43.0333,25.6167,49.6,100,20,3.44,few clouds
562,Salvador,SV,13.8333,-88.9167,78.04,87,83,3.85,broken clouds
563,Gravelbourg,CA,49.8834,-106.5512,59.27,28,0,2.86,clear sky
564,Luyang,CN,27.6239,110.0989,63.82,67,92,2.06,overcast clouds
565,Calama,CL,-22.4667,-68.9333,66.69,7,0,20.71,clear sky
566,Pangody,RU,65.85,74.4859,39.96,77,96,14.79,overcast clouds
567,Bulungu,CD,-4.55,18.6,74.59,84,100,1.92,overcast clouds
568,Thessalon,CA,46.2501,-83.5666,66.49,62,0,23.31,clear sky
569,Botwood,CA,49.1499,-55.3482,58.89,60,100,9.1,overcast clouds
570,Sangar,RU,63.9242,127.4739,28.92,89,34,13.73,scattered clouds
571,Astorga,BR,-23.2325,-51.6656,68.45,95,88,4.83,overcast clouds
572,Yaan,NG,7.3833,8.5667,75.6,89,100,1.19,light rain
573,North Bend,US,43.4065,-124.2243,71.24,91,100,8.05,overcast clouds
574,Axim,GH,4.8699,-2.2405,75.43,89,69,5.12,broken clouds
575,Beyneu,KZ,45.3167,55.2,70.48,22,0,10.74,clear sky
576,Gull Lake,CA,50.1001,-108.4847,61.63,25,0,9.19,clear sky
577,Slave Lake,CA,55.2834,-114.769,67.98,34,0,13.8,clear sky
578,Lujan,AR,-34.5703,-59.105,61.05,59,100,1.99,moderate rain
579,Santa Ana,US,33.7456,-117.8678,89.85,42,20,9.22,few clouds
580,Tarko-Sale,RU,64.9225,77.785,44.13,85,83,15.68,broken clouds
581,Tynda,RU,55.1667,124.7167,30.51,94,17,2.13,few clouds
582,Severomuysk,RU,56.1481,113.4267,21.36,94,72,5.95,broken clouds
583,Dhidhdhoo,MV,6.8833,73.1,81.36,75,4,10.04,clear sky
584,Palmer,US,42.1584,-72.3287,76.62,67,40,8.05,scattered clouds
585,Labe,GN,11.3182,-12.2833,64.92,95,99,2.53,light rain
586,Antsohihy,MG,-14.8796,47.9875,73.85,61,57,8.75,broken clouds
587,Alyangula,AU,-13.8483,136.4192,75.79,80,3,5.93,clear sky
588,Fuxin,CN,42.0156,121.6589,60.6,81,1,13.4,clear sky
589,Magadan,RU,59.5667,150.8,34.54,64,2,18.19,clear sky
590,Ixtapa,MX,20.7,-105.2,86.23,74,75,10.36,broken clouds
591,Alofi,NU,-19.0595,-169.9187,78.69,78,75,13.8,broken clouds
592,San Marcos,US,33.1434,-117.1661,88.83,47,0,18.41,clear sky
593,Imperia,IT,43.9667,7.7833,63.0,51,100,5.79,overcast clouds
594,Sioux Lookout,CA,50.1001,-91.917,50.07,66,75,10.36,light intensity shower rain
595,Qiongshan,CN,20.0058,110.3542,75.18,100,0,0.0,clear sky
596,Kayerkan,RU,69.3497,87.7602,32.5,90,100,17.29,snow
597,Padre Paraiso,BR,-17.0742,-41.4844,70.16,81,100,1.7,overcast clouds
598,Conde,BR,-7.2597,-34.9075,78.26,78,20,10.36,few clouds
599,Loa Janan,ID,-0.583,117.095,71.62,96,100,1.36,overcast clouds
600,Takoradi,GH,4.8845,-1.7554,75.16,90,74,5.84,broken clouds
601,Makanya,TZ,-4.3667,37.8333,68.0,84,76,6.67,broken clouds
602,Morros,BR,-9.4467,-46.3003,88.03,29,100,6.22,overcast clouds
603,Lamar,US,33.6668,-95.5836,100.98,32,20,4.61,few clouds
604,Porterville,US,36.0652,-119.0168,82.76,36,0,8.05,clear sky
605,Tawang,IN,27.5833,91.8667,50.81,92,43,3.29,scattered clouds
606,Santiago,CL,-33.4569,-70.6483,60.24,27,0,18.41,clear sky
607,San Cristobal,VE,7.7669,-72.225,75.38,74,81,1.5,broken clouds
608,Tombouctou,ML,20.0,-3.0,94.77,30,40,8.97,scattered clouds
609,Cedar City,US,37.6775,-113.0619,73.4,56,20,21.85,few clouds
610,Port Hedland,AU,-20.3167,118.5667,62.65,63,0,0.0,clear sky
611,Mahon,ES,39.8885,4.2658,68.56,73,0,5.75,clear sky
612,Amga,RU,60.8953,131.9608,24.87,97,78,5.61,broken clouds
613,Surt,LY,31.2089,16.5887,79.68,77,6,11.77,clear sky
614,Diffa,NE,13.3154,12.6113,86.5,35,24,7.61,few clouds
615,Neuquen,AR,-38.9516,-68.0591,57.09,30,0,11.5,clear sky
616,Sarahan,IN,31.5167,77.8,59.25,95,94,1.32,overcast clouds
617,Fort Nelson,CA,58.8053,-122.7002,69.39,40,40,5.75,scattered clouds
618,Pasco,US,28.292,-82.4165,91.13,65,35,1.99,scattered clouds
619,Harboore,DK,56.6175,8.1807,55.15,84,90,6.87,overcast clouds
620,Goderich,CA,43.7501,-81.7165,74.91,78,90,13.8,overcast clouds
621,Trelew,AR,-43.249,-65.3051,49.68,79,57,17.94,broken clouds
622,Puerto Leguizamo,CO,-0.1934,-74.7819,87.35,59,85,3.18,overcast clouds
623,Karasburg,NA,-28.0167,18.75,61.23,16,0,8.43,clear sky
624,Tecuala,MX,22.3986,-105.4569,88.59,66,78,8.99,broken clouds
625,Oneonta,US,42.4529,-75.0638,78.3,73,75,7.2,broken clouds
626,Babstovo,RU,48.1167,132.4833,45.91,84,6,5.64,clear sky
627,Whitehorse,CA,60.7161,-135.0538,61.57,49,75,23.02,broken clouds
628,Yamandu,SL,7.9362,-11.4928,72.52,98,100,2.44,light rain
629,Olavarria,AR,-36.8927,-60.3225,60.03,44,100,5.66,overcast clouds
630,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,71,20,5.75,few clouds
631,Palauig,PH,15.435,119.9045,79.18,79,100,5.06,overcast clouds
632,Trofors,NO,65.5333,13.4063,48.07,96,100,7.38,overcast clouds
633,Suihua,CN,46.6406,126.9969,53.55,75,49,14.56,scattered clouds
634,Beecher,US,43.09,-83.6944,84.78,66,20,12.66,few clouds
635,Solano,US,38.2333,-121.9511,80.11,41,0,9.22,clear sky
636,Muros,ES,42.7762,-9.0603,63.84,84,0,4.61,clear sky
637,Obihiro,JP,42.9172,143.2044,46.08,86,2,1.72,clear sky
638,Astana,KZ,51.1801,71.446,55.35,67,0,6.71,clear sky
639,Port Antonio,JM,18.18,-76.4612,89.51,70,64,2.26,broken clouds
640,Rauma,FI,61.1272,21.5113,33.84,72,12,3.33,few clouds
641,Arzgir,RU,45.3728,44.2206,65.1,77,100,12.24,light rain
642,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.47,53,83,2.35,broken clouds
643,Carupano,VE,10.6678,-63.2585,81.43,81,98,5.17,overcast clouds
644,Muttupet,IN,10.4,79.4833,81.36,81,11,13.13,few clouds
645,Zhigansk,RU,66.7697,123.3711,29.16,93,100,18.34,light snow
646,Belyy Yar,RU,53.6039,91.3903,41.86,92,74,2.24,broken clouds
647,Bondo,CD,3.8146,23.6866,71.4,93,86,1.86,overcast clouds
648,Korla,CN,41.7597,86.1469,71.22,23,47,7.54,scattered clouds
649,Nokaneng,BW,-19.6667,22.2667,61.27,11,0,5.88,clear sky
650,Partyzany,UA,46.3314,34.7503,53.17,60,0,5.7,clear sky
651,Ponta Delgada,PT,37.7333,-25.6667,78.49,88,20,3.44,few clouds
652,Channel-Port Aux Basques,CA,47.5702,-59.1367,56.55,95,100,28.92,overcast clouds
653,Grants,US,35.1473,-107.8514,71.62,53,92,7.11,overcast clouds
654,Damietta,EG,31.4165,31.8133,75.92,64,0,7.4,clear sky
655,Ahipara,NZ,-35.1667,173.1667,58.6,78,17,6.46,few clouds
656,Berdigestyakh,RU,62.0989,126.6992,26.8,93,77,7.23,broken clouds
657,Katherine,AU,-14.4667,132.2667,79.12,69,57,0.0,broken clouds
658,Riohacha,CO,11.5444,-72.9072,83.79,70,60,9.57,broken clouds
659,Micheweni,TZ,-4.9667,39.8333,75.2,81,65,14.05,broken clouds
660,Shu,KZ,43.5983,73.7614,67.87,45,16,7.09,few clouds
661,Umea,SE,63.8284,20.2597,45.91,100,0,4.61,clear sky
662,Hereford,GB,52.0568,-2.7148,59.05,82,84,4.03,broken clouds
663,Matay,EG,28.419,30.7792,81.03,35,0,5.48,clear sky
664,Along,IN,28.1667,94.7667,72.72,99,100,0.74,overcast clouds
665,Antofagasta,CL,-23.65,-70.4,58.28,72,8,8.61,clear sky
666,Srednekolymsk,RU,67.45,153.6833,35.2,99,100,7.11,light snow
667,Aden,YE,12.7794,45.0367,89.33,61,42,4.45,scattered clouds
668,Outlook,CA,51.5001,-107.0513,62.24,30,0,4.14,clear sky
669,Katsuura,JP,35.1333,140.3,69.01,70,100,19.73,overcast clouds
670,Masvingo,ZW,-20.0637,30.8277,60.67,86,25,10.69,scattered clouds
671,Port Hawkesbury,CA,45.6169,-61.3485,66.96,96,100,8.01,overcast clouds
672,Balykshi,KZ,47.0667,51.8667,75.2,14,0,15.66,clear sky
673,Sherbakul,RU,54.6316,72.3963,63.55,49,6,5.03,clear sky
674,Toora-Khem,RU,52.4675,96.11,35.1,90,39,1.92,scattered clouds
675,Kununurra,AU,-15.7667,128.7333,75.18,78,6,3.44,clear sky
676,Guantanamo,CU,20.1444,-75.2092,89.17,71,93,2.84,overcast clouds
677,Tondano,ID,1.3038,124.9112,66.29,92,91,0.92,overcast clouds
678,Buala,SB,-8.145,159.5921,77.77,82,100,1.61,overcast clouds
679,Harper,LR,4.375,-7.7169,76.37,87,55,7.7,broken clouds
680,Mega,ET,4.05,38.3,65.46,53,17,14.67,few clouds
681,Galle,LK,6.0367,80.217,78.31,86,13,9.91,few clouds
682,Maryborough,AU,-25.5333,152.7,65.66,92,97,3.89,overcast clouds
683,Ostrovnoy,RU,68.0531,39.5131,41.4,79,100,15.59,overcast clouds
684,Dulce Nombre De Culmi,HN,15.1,-85.5333,93.43,87,63,2.26,broken clouds
